3.1	1.059	0.0074119611	1.063	0.0116962035	1.056	0.0169025442
6	1.162	0.008133265	1.150	0.0126549223	1.130	0.0180836765
8	1.222	0.0085541413	1.227	0.0110442958	1.202	0.015627932
