3.1	1.059	0.00741
3.1	1.063	0.01170
3.1	1.056	0.01690
6	1.162	0.00813
6	1.15	0.01265
6	1.13	0.01808
8	1.222	0.00855
8	1.227	0.01104
8	1.202	0.01563
